Table 1,,,,,,
UACE,NAME,POP,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI
55981,"Medford, OR","171,640","163,221,156",63.02,"392,704",0.15
56008,"Medford, WI","4,114","7,851,984",3.03,"74,100",0.03
56035,"Medina, NY","6,279","7,914,029",3.06,"187,468",0.07
56062,"Medina, OH","46,109","71,948,128",27.78,"718,382",0.28
56074,"Melissa--Anna, TX","34,516","43,891,925",16.95,"188,106",0.07
56116,"Memphis, TN--MS--AR","1,056,190","1,272,376,010",491.27,"9,237,649",3.57
56143,"Mena, AR","5,534","18,052,240",6.97,"120,057",0.05
56170,"Mendota, CA","13,382","11,041,564",4.26,"8,333",0.00
56197,"Mendota, IL","6,918","7,384,990",2.85,"70,458",0.03
56224,"Menomonie, WI","17,022","27,518,962",10.63,"4,140,556",1.60
56251,"Merced, CA","150,052","111,568,397",43.08,"30,577",0.01
56290,"Meredith, NH","3,411","12,691,342",4.90,"5,352,140",2.07
56305,"Meridian, MS","33,809","76,345,986",29.48,"420,299",0.16
56359,"Merrill, WI","9,519","19,472,053",7.52,"1,654,604",0.64
56413,"Mesquite, NV--AZ","19,206","25,823,275",9.97,0.00,0.00
56467,"Metropolis, IL","5,925","7,738,971",2.99,"6,733",0.00
56521,"Mexia, TX","6,661","11,631,870",4.49,"83,451",0.03
56548,"Mexico, MO","11,351","17,383,043",6.71,"155,206",0.06
56602,"Miami--Fort Lauderdale, FL","6,077,522","3,222,398,623","1,244.18","227,048,874",87.66
56629,"Miami, OK","15,348","23,840,055",9.20,"27,471",0.01
56656,"Michigan City--La Porte, IN--MI","71,367","127,322,729",49.16,"4,287,181",1.66
56737,"Middlebury, VT","6,154","11,337,138",4.38,"266,537",0.10
56791,"Middleport, OH--WV","5,814","14,281,906",5.51,"1,443,599",0.56
56818,"Middlesborough, KY--TN","13,628","30,537,568",11.79,"253,480",0.10
56829,"Middleton, ID","10,265","11,570,866",4.47,"56,309",0.02
56845,"Middletown, DE","41,851","62,573,948",24.16,"282,510",0.11
56899,"Middletown, NY","61,516","67,238,774",25.96,"347,074",0.13
56926,"Middletown, OH","93,608","138,863,196",53.62,"904,432",0.35
56980,"Midland, MI","52,340","98,795,707",38.15,"985,333",0.38
57007,"Midland, TX","141,997","176,864,141",68.29,"145,403",0.06
57034,"Midlothian, TX","30,908","64,025,479",24.72,"530,345",0.20
57088,"Milan, MI","7,861","8,789,762",3.39,"210,930",0.08
57115,"Milan, TN","7,578","15,535,969",6.00,0.00,0.00
57169,"Miles City, MT","9,227","12,002,319",4.63,"6,842",0.00
57196,"Milford, DE","17,754","31,005,770",11.97,"557,134",0.22
57223,"Milledgeville, GA","22,441","51,239,783",19.78,"46,821",0.02
57304,"Millersburg, PA","4,375","4,850,877",1.87,0.00,0.00
57319,"Millington, TN","12,918","32,863,738",12.69,"40,648",0.02
57331,"Millinocket, ME","3,812","8,539,488",3.30,"133,543",0.05
57358,"Millsboro, DE","9,844","17,182,721",6.63,"190,757",0.07
57402,"Milton, VT","6,417","14,324,910",5.53,"219,528",0.08
57412,"Milton-Freewater, OR","8,131","8,639,754",3.34,0.00,0.00
57439,"Milton, PA","28,610","46,394,733",17.91,"96,619",0.04
57466,"Milwaukee, WI","1,306,795","1,200,931,774",463.68,"26,115,240",10.08
57493,"Minden, LA","12,659","33,455,136",12.92,"233,934",0.09
57547,"Mineola, TX","5,699","14,647,065",5.66,"153,653",0.06
57574,"Mineral Wells, TX","14,211","22,936,185",8.86,"67,060",0.03
57628,"Minneapolis--St. Paul, MN","2,914,866","2,628,301,524","1,014.79","173,442,910",66.97
57655,"Minot, ND","50,925","69,075,358",26.67,"88,432",0.03
57698,"Minster--New Bremen, OH","6,138","10,823,247",4.18,0.00,0.00
57709,"Mission Viejo--Lake Forest--Laguna Niguel, CA","646,843","423,806,207",163.63,"1,661,222",0.64
57736,"Missoula, MT","88,109","114,715,728",44.29,"587,170",0.23
57817,"Mitchell, SD","15,690","23,603,242",9.11,"2,760,651",1.07
57844,"Moab, UT","7,933","17,145,883",6.62,0.00,0.00
57898,"Moberly, MO","12,163","29,596,426",11.43,"25,830",0.01
57925,"Mobile, AL","321,907","571,733,437",220.75,"10,111,122",3.90
57979,"Mocksville, NC","5,971","16,582,694",6.40,"41,754",0.02
58006,"Modesto, CA","357,301","182,281,708",70.38,"938,923",0.36
58033,"Molalla, OR","10,258","6,451,727",2.49,0.00,0.00
58087,"Monahans, TX","9,162","18,911,937",7.30,"31,467",0.01
58162,"Monessen, PA","49,962","85,404,826",32.97,"5,847,820",2.26
58195,"Monett, MO","9,391","14,926,723",5.76,"38,941",0.02
58222,"Monmouth, IL","9,189","10,760,117",4.15,"53,160",0.02
58249,"Monmouth--Independence, OR","20,912","12,791,770",4.94,"207,148",0.08
58303,"Monroe, GA","16,650","33,880,910",13.08,"295,616",0.11
58330,"Monroe, LA","119,964","235,612,605",90.97,"5,693,775",2.20
58357,"Monroe, MI","57,260","91,543,157",35.35,"1,899,420",0.73
58369,"Monroe, WA","24,635","29,687,874",11.46,"156,304",0.06
58384,"Monroe, WI","10,725","11,327,878",4.37,0.00,0.00
58411,"Monroeville, AL","4,284","12,581,347",4.86,0.00,0.00
58420,"Montauk, NY","3,845","15,350,034",5.93,"696,073",0.27
58429,"Mont Belvieu, TX","12,180","27,955,192",10.79,"157,513",0.06
58469,"Montesano--Elma, WA","12,682","25,946,997",10.02,"119,784",0.05
58492,"Montevallo, AL","6,438","13,129,334",5.07,"64,582",0.02
58519,"Montevideo, MN","5,391","10,575,548",4.08,"128,550",0.05
58600,"Montgomery, AL","254,348","375,806,552",145.10,"2,449,268",0.95
58708,"Monticello, AR","7,974","20,154,056",7.78,"69,761",0.03
58735,"Monticello, IL","5,985","10,153,542",3.92,"5,128",0.00
58762,"Monticello, IN","10,635","33,976,761",13.12,"168,690",0.07
58816,"Monticello, KY","6,681","16,714,040",6.45,"104,567",0.04
58830,"Monticello, MN","15,760","22,440,549",8.66,"1,682,990",0.65
58843,"Monticello, NY","14,328","25,512,157",9.85,"1,605,299",0.62
58951,"Montrose, CO","24,513","50,460,848",19.48,0.00,0.00
58961,"Montrose, MN","5,539","7,129,331",2.75,"1,952,729",0.75
59167,"Morehead, KY","9,375","21,037,256",8.12,"315,358",0.12
59194,"Morehead City--Emerald Isle--Atlantic Beach, NC","44,300","121,522,539",46.92,"3,429,352",1.32
59221,"Morgan City, LA","30,236","51,105,272",19.73,"2,337,769",0.90
59275,"Morgantown, WV","77,620","105,409,636",40.70,"2,707,689",1.05
59302,"Morrilton, AR","6,340","14,817,515",5.72,"167,130",0.06
59329,"Morris, IL","15,740","22,372,306",8.64,"330,128",0.13
59356,"Morris, MN","5,030","8,709,379",3.36,0.00,0.00
59410,"Morristown, TN","66,539","165,513,816",63.91,"186,099",0.07
59430,"Morro Bay, CA","13,163","13,744,567",5.31,"2,990",0.00
59491,"Moscow, ID","25,914","16,588,892",6.41,"8,987",0.00
59518,"Moses Lake, WA","38,751","71,676,230",27.67,"9,828,253",3.79
59572,"Moultrie, GA","19,217","49,860,266",19.25,"639,014",0.25
59590,"Moundsville, WV","11,398","11,528,556",4.45,"1,220",0.00
59653,"Mountain Grove, MO","4,219","8,307,169",3.21,"80,485",0.03
59680,"Mountain Home, AR","17,783","41,778,578",16.13,"40,689",0.02
59707,"Mountain Home, ID","17,799","16,983,899",6.56,"12,773",0.00
59761,"Mountain Lake Park, MD","4,548","11,327,779",4.37,"41,325",0.02
59779,"Mountain Top, PA","10,520","26,487,565",10.23,0.00,0.00
59815,"Mount Airy, NC","17,354","52,666,071",20.33,"439,193",0.17
59842,"Mount Carmel, IL","6,963","11,126,845",4.30,0.00,0.00
59950,"Mount Horeb, WI","7,730","7,731,701",2.99,0.00,0.00
60085,"Mount Pleasant, IA","9,284","17,746,275",6.85,"9,043",0.00
60112,"Mount Pleasant, MI","30,738","38,235,935",14.76,"465,999",0.18
60166,"Mount Pleasant, TX","15,419","32,981,554",12.73,"840,959",0.32
60184,"Mount Plymouth, FL","6,165","10,444,399",4.03,"407,539",0.16
60223,"Mount Shasta, CA","5,203","15,615,039",6.03,"11,777",0.00
60274,"Mount Sterling, KY","13,920","30,253,190",11.68,"132,150",0.05
60328,"Mount Vernon, IL","15,288","33,183,843",12.81,"239,155",0.09
60355,"Mount Vernon, IN","6,715","12,534,922",4.84,"61,424",0.02
60382,"Mount Vernon, IA","6,509","8,695,639",3.36,"16,175",0.01
60463,"Mount Vernon, OH","18,993","24,589,685",9.49,"424,832",0.16
60490,"Mount Vernon, WA","66,825","79,418,079",30.66,"1,442,002",0.56
60502,"Mount Washington, KY","21,516","33,680,478",13.00,"168,692",0.07
60517,"Mukwonago, WI","15,287","41,035,485",15.84,"2,960,922",1.14
60571,"Muleshoe, TX","5,159","6,955,733",2.69,0.00,0.00
60598,"Mullins, SC","4,924","10,386,047",4.01,0.00,0.00
60625,"Muncie, IN","84,382","124,842,172",48.20,"650,397",0.25
60652,"Muncy, PA","7,544","12,917,221",4.99,"46,190",0.02
60663,"Munds Park, AZ",773,"3,093,852",1.19,0.00,0.00
60733,"Murfreesboro, TN","177,313","223,081,412",86.13,"343,959",0.13
60787,"Murray, KY","18,958","30,659,893",11.84,"41,062",0.02
60814,"Muscatine, IA","25,144","41,525,970",16.03,"103,521",0.04
60841,"Muskegon--Norton Shores, MI","166,414","290,242,927",112.06,"16,990,784",6.56
60868,"Muskogee, OK","35,798","79,354,332",30.64,"143,679",0.06
60895,"Myrtle Beach--North Myrtle Beach, SC--NC","298,954","567,047,411",218.94,"12,448,883",4.81
60930,"Mystic Island--Little Egg Harbor, NJ","23,074","33,603,836",12.97,"2,409,781",0.93
60949,"Nacogdoches, TX","33,732","64,761,902",25.00,"197,886",0.08
60976,"Nampa, ID","177,561","170,587,916",65.86,"428,457",0.17
61003,"Nantucket, MA","12,011","30,176,195",11.65,"600,790",0.23
61057,"Napa, CA","84,619","52,699,865",20.35,"434,371",0.17
61084,"Napoleon, OH","8,868","16,164,517",6.24,"534,040",0.21
61111,"Nappanee, IN","7,250","11,190,893",4.32,"3,011",0.00
61165,"Nashua, NH--MA","242,984","506,500,926",195.56,"9,287,544",3.59
61219,"Nashville, GA","4,844","9,393,106",3.63,"114,650",0.04
61273,"Nashville-Davidson, TN","1,158,642","1,515,023,996",584.95,"13,747,388",5.31
61327,"Natchez, MS--LA","25,902","57,990,889",22.39,"38,388",0.01
61354,"Natchitoches, LA","18,935","28,661,363",11.07,"1,203,849",0.46
61372,"Navarre--Miramar Beach--Destin, FL","226,213","309,811,016",119.62,"21,561,480",8.32
61381,"Navasota, TX","7,458","18,281,173",7.06,"104,492",0.04
61408,"Nebraska City, NE","7,020","10,855,932",4.19,0.00,0.00
61435,"Needles, CA--AZ","6,739","14,377,299",5.55,"452,818",0.17
61489,"Nelsonville, OH","4,709","8,068,784",3.12,"11,451",0.00
61543,"Neosho, MO","12,580","25,274,624",9.76,"25,849",0.01
61570,"Nephi, UT","6,330","9,098,316",3.51,0.00,0.00
61597,"Nevada, IA","6,881","9,541,096",3.68,"28,250",0.01
61624,"Nevada, MO","8,529","15,836,504",6.11,"87,486",0.03
61651,"New Albany, MS","6,763","21,272,280",8.21,"102,687",0.04
61678,"Newark, NY","13,568","22,865,679",8.83,"265,163",0.10
61705,"Newark, OH","81,223","114,192,298",44.09,"8,906,643",3.44
61786,"New Bedford, MA","155,491","153,604,036",59.31,"12,950,793",5.00
61813,"Newberg, OR","30,893","27,611,058",10.66,"41,162",0.02
61840,"New Bern, NC","47,988","106,923,376",41.28,"3,456,364",1.33
61894,"Newberry, SC","12,342","26,982,513",10.42,"31,045",0.01
61921,"New Boston, TX","4,502","9,654,465",3.73,"6,794",0.00
61948,"New Braunfels, TX","100,736","130,603,555",50.43,"2,143,743",0.83
62083,"New Carlisle, OH","5,507","3,948,277",1.52,"22,708",0.01
62110,"New Castle, CO","5,844","5,749,512",2.22,"71,940",0.03
62137,"New Castle, IN","18,555","19,867,719",7.67,"47,622",0.02
62164,"New Castle, PA","40,243","74,146,683",28.63,"732,171",0.28
62353,"New Freedom--Shrewsbury, PA","12,094","15,849,482",6.12,"22,309",0.01
62407,"New Haven, CT","561,456","771,848,509",298.01,"25,633,001",9.90
62434,"New Iberia, LA","37,897","64,278,368",24.82,"701,477",0.27
62488,"New Lexington, OH","4,602","5,622,753",2.17,"6,111",0.00
62515,"New London, WI","7,804","11,865,621",4.58,"212,943",0.08
62569,"Newman, CA","12,387","5,399,593",2.08,0.00,0.00
62623,"New Martinsville, WV--OH","5,608","9,986,688",3.86,"161,646",0.06
62677,"New Orleans, LA","963,212","700,004,654",270.27,"58,024,272",22.40
62704,"New Paltz, NY","9,969","12,658,583",4.89,"17,799",0.01
62731,"New Philadelphia--Dover, OH","46,776","61,663,477",23.81,"928,870",0.36
62758,"Newport, AR","5,947","11,859,762",4.58,"54,671",0.02
62839,"Newport, OR","11,731","24,377,706",9.41,"716,917",0.28
62893,"Newport, TN","11,576","25,647,476",9.90,0.00,0.00
62947,"New Prague, MN","8,156","8,439,834",3.26,0.00,0.00
62974,"New Richmond, WI","9,486","11,969,956",4.62,"43,075",0.02
63001,"New Roads, LA","6,794","18,962,526",7.32,"12,357,556",4.77
63028,"New Tazewell--Tazewell, TN","5,374","17,260,234",6.66,0.00,0.00
63082,"Newton, IA","15,943","18,475,406",7.13,0.00,0.00
63109,"Newton, KS","20,378","29,651,283",11.45,"19,913",0.01
63137,"Newton, NJ","12,813","20,465,957",7.90,"1,100,653",0.42
63152,"Newton Falls, OH","6,604","11,616,337",4.49,"250,469",0.10
63163,"New Ulm, MN","13,435","15,069,130",5.82,0.00,0.00
63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","8,412,591,091","3,248.12","548,707,462",211.86
63232,"Nice, CA","8,555","9,829,386",3.80,"489,524",0.19
63244,"Nicholasville, KY","31,434","31,018,898",11.98,"130,082",0.05
63282,"Nipomo, CA","20,303","26,326,053",10.16,0.00,0.00
63325,"Nogales, AZ","19,168","32,871,111",12.69,"26,000",0.01
63406,"Norfolk, NE","27,407","33,047,498",12.76,"227,458",0.09
63433,"Norman, OK","120,191","119,039,642",45.96,"1,395,317",0.54
63460,"North Adams, MA","25,432","41,767,229",16.13,"415,784",0.16
63514,"North Bend, WA","11,762","14,399,867",5.56,"195,779",0.08
63541,"North Branch, MN","6,368","11,250,157",4.34,"22,247",0.01
63622,"North East, PA","6,513","9,087,274",3.51,"1,852",0.00
63676,"Northfield, MN","22,686","22,981,263",8.87,"31,608",0.01
63784,"North Manchester, IN","5,188","7,357,413",2.84,"151,322",0.06
63811,"North Platte, NE","23,582","33,580,277",12.97,"243,722",0.09
63865,"North Vernon, IN","6,936","13,236,302",5.11,"26,165",0.01
63973,"North Windham, ME","10,271","36,266,860",14.00,"496,436",0.19
64054,"Norwalk, OH","19,269","25,670,538",9.91,"20,427",0.01
64108,"Norwich, NY","7,740","7,786,491",3.01,0.00,0.00
64135,"Norwich--New London, CT","167,432","302,300,660",116.72,"30,755,717",11.87
64270,"Oakdale, CA","25,408","19,042,995",7.35,"100,699",0.04
64297,"Oakdale, LA","6,700","12,303,470",4.75,"57,811",0.02
64378,"Oak Harbor, WA","37,449","61,255,112",23.65,"229,376",0.09
64459,"Oak Island, NC","15,592","39,878,815",15.40,"662,264",0.26
64475,"Oakland, TN","9,389","20,496,625",7.91,"147,928",0.06
64498,"Oak Ridge, NJ","8,871","14,007,665",5.41,"1,115,448",0.43
64550,"Oberlin, OH","8,176","7,610,558",2.94,"11,781",0.00
64567,"Ocala, FL","182,647","323,814,545",125.03,"575,486",0.22
64648,"Ocean Park, WA","5,411","23,279,838",8.99,"597,409",0.23
64660,"Ocean Pines--Ocean City, MD--DE","37,946","74,670,149",28.83,"5,473,667",2.11
64675,"Ocean Shores, WA","6,766","21,673,692",8.37,"2,296,614",0.89
64702,"Ocean View, DE","18,025","60,911,394",23.52,"3,478,190",1.34
64837,"Odessa, MO","5,529","7,257,118",2.80,"81,201",0.03
64864,"Odessa, TX","154,818","222,727,634",86.00,"1,247,556",0.48
64891,"Oelwein, IA","6,585","12,524,607",4.84,"221,705",0.09
64918,"Ogallala, NE","4,721","8,458,395",3.27,0.00,0.00
64945,"Ogden--Layton, UT","608,857","550,625,260",212.60,"1,380,326",0.53
64972,"Ogdensburg, NY","10,246","12,749,341",4.92,"217,766",0.08
64999,"Oil City, PA","13,666","22,070,561",8.52,"653,307",0.25
65026,"Okeechobee--Taylor Creek, FL","26,670","61,855,528",23.88,"2,295,039",0.89
65080,"Oklahoma City, OK","982,276","1,092,275,518",421.73,"19,894,479",7.68
65107,"Okmulgee, OK","11,016","19,129,473",7.39,0.00,0.00
65161,"Olean, NY","21,144","34,134,440",13.18,"675,090",0.26
65188,"Olney, IL","8,642","15,897,441",6.14,675,0.00
65242,"Olympia--Lacey, WA","208,157","275,070,119",106.21,"13,519,574",5.22
65269,"Omaha, NE--IA","819,508","701,398,536",270.81,"12,889,694",4.98
65296,"Omak, WA","8,165","15,649,413",6.04,"301,120",0.12
65404,"Oneida, NY","12,481","16,399,574",6.33,"74,930",0.03
65485,"Oneonta, AL","5,624","11,325,973",4.37,"1,452",0.00
65512,"Oneonta, NY","16,028","18,495,502",7.14,"210,890",0.08
65539,"Ontario--Payette, OR--ID","27,806","36,101,134",13.94,"26,474",0.01
65593,"Opelousas, LA","23,498","48,138,665",18.59,"70,644",0.03
65620,"Opp, AL","5,325","13,468,175",5.20,"186,253",0.07
65647,"Orange, TX","40,796","95,108,876",36.72,"4,947,934",1.91
65674,"Orange, VA","4,802","7,631,237",2.95,"42,553",0.02
65701,"Orangeburg, SC","29,072","68,826,733",26.57,"358,163",0.14
65728,"Orange City, IA","7,093","10,973,234",4.24,0.00,0.00
65755,"Orange Cove, CA","9,716","4,276,643",1.65,0.00,0.00
65767,"Orangetree, FL","9,791","24,016,879",9.27,"2,078,940",0.80
65809,"Oregon, WI","11,551","11,720,169",4.53,0.00,0.00
65836,"Orland, CA","9,422","11,666,397",4.50,0.00,0.00
65863,"Orlando, FL","1,853,896","1,669,543,451",644.61,"168,716,795",65.14
65901,"Oronoko--Berrien Springs, MI","6,725","9,548,430",3.69,"61,675",0.02
65917,"Orosi, CA","12,795","5,159,508",1.99,0.00,0.00
65944,"Oroville, CA","40,190","68,447,822",26.43,"59,656",0.02
65971,"Orrville, OH","8,703","14,003,079",5.41,"36,898",0.01
66060,"Osage Beach, MO","6,668","34,375,774",13.27,"1,694,492",0.65
66106,"Osceola, AR","6,244","11,484,231",4.43,"33,532",0.01
66133,"Osceola, IA","5,283","9,538,268",3.68,0.00,0.00
66148,"Oscoda--Au Sable, MI","8,558","48,139,571",18.59,"4,579,145",1.77
66160,"Oshkosh, WI","76,190","85,061,092",32.84,"4,071,638",1.57
66187,"Oskaloosa, IA","12,541","21,331,624",8.24,0.00,0.00
66241,"Oswego, NY","24,421","29,327,695",11.32,"1,507,853",0.58
66268,"Othello, WA","10,865","11,977,465",4.62,0.00,0.00
66285,"Otsego--Plainwell, MI","11,819","21,797,426",8.42,"932,568",0.36
66295,"Ottawa, IL","20,122","25,874,487",9.99,"1,411,987",0.55
66322,"Ottawa, KS","12,461","16,323,658",6.30,"76,147",0.03
66349,"Ottawa, OH","5,418","12,419,073",4.80,"141,882",0.05
66376,"Ottumwa, IA","25,019","33,179,541",12.81,"887,434",0.34
66430,"Owatonna, MN","26,278","32,417,909",12.52,0.00,0.00
66457,"Owego, NY","4,365","8,309,243",3.21,"579,848",0.22
66484,"Owensboro, KY","76,433","94,271,466",36.40,"511,837",0.20
66538,"Owosso, MI","22,329","35,259,297",13.61,"468,693",0.18
66565,"Oxford, MS","33,518","62,962,622",24.31,"137,188",0.05
66592,"Oxford, NC","8,925","17,231,818",6.65,0.00,0.00
66619,"Oxford, OH","23,221","18,724,952",7.23,"8,641",0.00
66646,"Oxford, PA","9,925","17,028,453",6.57,"49,397",0.02
66673,"Oxnard--San Buenaventura (Ventura), CA","376,117","198,411,033",76.61,"4,017,268",1.55
66690,"Ozark, AL","12,218","43,287,085",16.71,"178,911",0.07
66740,"Pacific, MO","8,522","16,028,940",6.19,0.00,0.00
66781,"Paducah, KY--IL","50,833","107,253,440",41.41,"693,595",0.27
66808,"Page, AZ","7,022","18,600,590",7.18,0.00,0.00
66889,"Pagosa Springs, CO","5,632","16,167,759",6.24,"848,846",0.33
66916,"Pahokee, FL","6,683","10,503,554",4.06,0.00,0.00
66943,"Pahrump, NV","37,498","135,724,064",52.40,"47,519",0.02
66997,"Paintsville, KY","5,717","11,625,366",4.49,"274,779",0.11
67051,"Palatka, FL","20,032","47,389,845",18.30,"453,017",0.17
67078,"Palestine, TX","18,615","39,343,056",15.19,"185,637",0.07
67105,"Palm Bay--Melbourne, FL","510,675","648,909,132",250.55,"130,732,017",50.48
67140,"Palmdale--Lancaster, CA","359,559","219,588,587",84.78,"615,595",0.24
67223,"Palmyra, NY","4,477","6,267,932",2.42,0.00,0.00
67230,"Palmyra, PA","3,772","21,485,108",8.30,"333,363",0.13
67240,"Pampa, TX","16,865","21,374,659",8.25,0.00,0.00
67267,"Pana, IL","5,309","8,747,377",3.38,"727,429",0.28
67305,"Panama City--Panama City Beach, FL","162,060","309,423,147",119.47,"18,938,978",7.31
67313,"Panther Valley, NJ","4,279","5,730,709",2.21,"15,159",0.01
67321,"Paola, KS","5,553","8,106,375",3.13,"29,176",0.01
67402,"Paragould, AR","25,089","41,925,974",16.19,"173,084",0.07
67483,"Paris, IL","8,316","12,726,845",4.91,"29,281",0.01
67510,"Paris, KY","11,269","14,575,644",5.63,"68,666",0.03
67537,"Paris, TN","10,303","23,907,671",9.23,"51,767",0.02
67564,"Paris, TX","26,292","45,395,056",17.53,"161,369",0.06
67620,"Park City--Snyderville, UT","16,168","38,612,790",14.91,0.00,0.00
67645,"Parker, AZ--CA","5,329","11,877,771",4.59,"74,887",0.03
67672,"Parkersburg, WV--OH","62,500","103,330,327",39.90,"4,480,549",1.73
67753,"Parlier, CA","14,522","4,629,860",1.79,0.00,0.00
67780,"Parsons, KS","9,433","16,212,019",6.26,"58,260",0.02
67812,"Pascagoula--Gautier, MS","51,454","99,989,675",38.61,"3,251,712",1.26
67861,"Patterson, CA","23,660","11,411,340",4.41,"55,612",0.02
67942,"Pauls Valley, OK","5,608","8,134,657",3.14,"54,619",0.02
68077,"Paw Paw, MI","5,662","14,599,023",5.64,"963,771",0.37
68106,"Paw Paw Lake, MI","7,526","17,524,363",6.77,"3,995,885",1.54
68131,"Paxton, IL","4,528","5,508,604",2.13,0.00,0.00
68158,"Payson, AZ","17,022","35,999,080",13.90,"18,536",0.01
68170,"Payson--Santaquin, UT","31,132","24,241,007",9.36,"29,173",0.01
68185,"Pea Ridge, AR","6,026","10,047,537",3.88,"3,002",0.00
68212,"Pearsall, TX","9,063","14,015,152",5.41,0.00,0.00
68239,"Pecan Plantation, TX","6,831","21,036,038",8.12,"46,831",0.02
68266,"Pecos, TX","13,081","19,995,661",7.72,0.00,0.00
68293,"Peculiar, MO","5,564","12,396,033",4.79,"81,851",0.03
68347,"Pella, IA","10,160","18,027,947",6.96,"4,377",0.00
68374,"Pell City, AL","11,500","36,222,147",13.99,"322,539",0.12
68401,"Pembroke, NC","5,694","9,396,972",3.63,0.00,0.00
68428,"Pendleton, OR","17,488","26,360,364",10.18,0.00,0.00
68439,"Pennsburg--Upper Hanover--East Greenville, PA","17,239","22,350,195",8.63,"22,553",0.01
68455,"Penn Yan, NY","8,399","17,651,198",6.82,"8,431,945",3.26
68482,"Pensacola, FL--AL","390,172","679,971,435",262.54,"21,560,293",8.32
68499,"Peoria, AZ","19,593","18,768,067",7.25,"47,510",0.02
68509,"Peoria, IL","259,781","377,582,973",145.79,"11,760,373",4.54
68563,"Pepperell, MA","6,103","13,509,844",5.22,"210,547",0.08
68590,"Perry, FL","6,531","15,344,308",5.92,0.00,0.00
68617,"Perry, GA","14,884","35,854,456",13.84,"210,397",0.08
68644,"Perry, IA","7,628","7,588,326",2.93,0.00,0.00
68698,"Perry, NY","4,066","7,540,258",2.91,0.00,0.00
68725,"Perry, OK","4,445","7,744,014",2.99,"20,644",0.01
68752,"Perryton, TX","8,391","10,305,237",3.98,0.00,0.00
68779,"Perryville, MO","8,062","14,805,396",5.72,0.00,0.00
68806,"Peru, IN","12,458","16,766,072",6.47,"229,059",0.09
68833,"Peru--LaSalle, IL","29,763","55,561,608",21.45,"108,194",0.04
68887,"Petaluma, CA","65,227","54,295,333",20.96,"221,181",0.09
69022,"Petoskey, MI","12,233","39,804,164",15.37,"510,179",0.20
69049,"Philadelphia, MS","7,114","19,043,537",7.35,0.00,0.00
69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","4,916,288,579","1,898.19","134,143,760",51.79
69130,"Philipsburg, PA","9,379","13,301,451",5.14,"20,503",0.01
69184,"Phoenix--Mesa--Scottsdale, AZ","3,976,313","2,876,131,867","1,110.48","8,942,624",3.45
69192,"Phoenix West--Goodyear--Avondale, AZ","419,946","330,516,491",127.61,"1,003,179",0.39
69211,"Picayune, MS","16,301","40,439,956",15.61,"1,084,788",0.42
69222,"Pickens, SC","5,068","12,234,796",4.72,"37,555",0.01
69292,"Pierre, SD","14,755","31,118,330",12.01,"160,028",0.06
69373,"Pikeville, KY","10,710","26,408,247",10.20,"444,455",0.17
69454,"Pine Bluff, AR","46,683","115,372,301",44.55,"1,018,489",0.39
69513,"Pinehurst (Montgomery County)--Magnolia, TX","9,667","22,516,479",8.69,"69,482",0.03
69517,"Pinehurst--Southern Pines, NC","50,319","123,168,161",47.56,"3,548,455",1.37
69562,"Pinetop-Lakeside, AZ","9,393","37,701,483",14.56,"547,975",0.21
69616,"Piqua, OH","20,890","23,609,617",9.12,"456,381",0.18
69643,"Pittsburg, KS","23,120","28,896,414",11.16,"162,569",0.06
69697,"Pittsburgh, PA","1,745,039","2,348,194,653",906.64,"42,944,812",16.58
69778,"Pittsfield, MA","50,720","78,879,613",30.46,"4,164,821",1.61
69832,"Placerville--Diamond Springs, CA","23,291","48,610,405",18.77,"142,261",0.05
69967,"Plainview, TX","22,615","30,525,007",11.79,0.00,0.00
70102,"Platte City, MO","10,707","15,413,519",5.95,"102,079",0.04
70129,"Platteville, WI","11,838","11,468,529",4.43,0.00,0.00
70156,"Plattsburgh, NY","28,958","62,163,664",24.00,"847,017",0.33
70183,"Plattsmouth, NE","6,655","7,757,250",3.00,"16,249",0.01
70210,"Pleasant Hill, MO","8,737","12,331,538",4.76,"202,366",0.08
70237,"Pleasanton, TX","13,983","23,462,251",9.06,"13,126",0.01
70280,"Plumas Lake, CA","7,337","5,010,833",1.93,0.00,0.00
70291,"Plymouth, IN","12,279","24,917,397",9.62,"514,403",0.20
70318,"Plymouth, NH","6,166","15,123,717",5.84,"628,129",0.24
70372,"Plymouth, WI","9,011","13,734,311",5.30,"216,667",0.08
70399,"Pocahontas, AR","7,164","13,018,350",5.03,946,0.00
70426,"Pocatello, ID","72,211","71,130,648",27.46,"260,757",0.10
70480,"Poinciana, FL","53,267","59,869,472",23.12,"502,205",0.19
70490,"Poinciana Southwest, FL","16,966","30,536,450",11.79,"237,802",0.09
70507,"Point Pleasant--Gallipolis, WV--OH","10,544","24,471,456",9.45,"2,392,430",0.92
70512,"Point Roberts, WA","1,191","12,652,764",4.89,"135,344",0.05
70539,"Pole Ojea, PR","2,521","7,923,273",3.06,"20,396",0.01
70548,"Polk City, IA","5,375","6,017,099",2.32,0.00,0.00
70588,"Polson, MT","5,564","12,222,276",4.72,0.00,0.00
70615,"Ponca City, OK","24,990","47,120,338",18.19,"207,607",0.08
70642,"Ponce, PR","118,345","82,153,947",31.72,"480,445",0.19
